<<<<<<< HEAD
1308941169,Jacob Blecha,Laugarvegur 12,6196546,0456609,jacob.blecha@nanair.is,Cabincrew,Flight Service Manager,N/A
1405853585,Lula Stefani,Blastreet 100,1234567,1234577,lula.stefani@nanair.is,Cabincrew,Flight Service Manager,N/A
0909862878,Richard Sanders,Kringlan 1,2844200,5871242,richard.sanders@nanair.is,Cabincrew,Flight Service Manager,N/A
1811931544,John Kline,Kringlan 1,2011823,0572152,john.kline@nanair.is,Cabincrew,Flight Service Manager,N/A
0409858797,Evelyn Pickhardt,Kringlan 1,0109249,7153807,evelyn.pickhardt@nanair.is,Cabincrew,Flight Service Manager,N/A
3002688722,Stacey Henrickson,Holtavegur 14,0145234,2907738,stacey.henrickson@nanair.is,Cabincrew,Flight Attendant,N/A
3003962187,Delores Whitfield,Holtavegur 14,1293871,3642305,delores.whitfield@nanair.is,Cabincrew,Flight Attendant,N/A
1311772221,Maribel Lucero,Kringlan 1,7066173,3339029,maribel.lucero@nanair.is,Cabincrew,Flight Attendant,N/A
2509913418,Katherine Wernimont,Menntavegur 1,0478762,5365867,katherine.wernimont@nanair.is,Cabincrew,Flight Attendant,N/A
1103647756,Wilma Horne,Kringlan 1,3245529,2043695,wilma.horne@nanair.is,Cabincrew,Flight Attendant,N/A
2807755841,Bernard Carr,Teststreet 145,4752258,9220218,bernard.carr@nanair.is,Cabincrew,Flight Attendant,N/A
0409907212,Sara Davis,Holtavegur 14,4542376,7590313,sara.davis@nanair.is,Cabincrew,Flight Attendant,N/A
1103912131,Robert Swope,Holtavegur 14,0801245,4834552,robert.swope@nanair.is,Cabincrew,Flight Attendant,N/A
2801645554,John Iversen,Holtavegur 14,2859196,2686880,john.iversen@nanair.is,Cabincrew,Flight Attendant,N/A
1501681497,Rhonda Forman,Holtavegur 14,1503741,8873967,rhonda.forman@nanair.is,Cabincrew,Flight Attendant,N/A
1811813379,Melissa Paquette,Laugarvegur 12,0558010,1743227,melissa.paquette@nanair.is,Cabincrew,Flight Attendant,N/A
0505942924,Carlton Chan,Holtavegur 14,4218054,1897624,carlton.chan@nanair.is,Cabincrew,Flight Attendant,N/A
1110732819,Arthur Karr,Menntavegur 1,0200077,3837344,arthur.karr@nanair.is,Cabincrew,Flight Attendant,N/A
2602806942,Teresa Thruman,Menntavegur 1,3341427,6470574,teresa.thruman@nanair.is,Cabincrew,Flight Attendant,N/A
1107951952,Elizabeth Mcfadden,Menntavegur 1,2957609,6902831,elizabeth.mcfadden@nanair.is,Cabincrew,Flight Attendant,N/A
1234567890,Rikki Besti,Bgata 12,1234567,7654321,rikki.besti@nanair.is,Pilot,Captain,NAFokkerF28
1701728949,kalli palli,kakalakkar 5,5554444,4444444,kalli.palli@nanair.is,Pilot,captain,NABAE146
1234567890,Rikki Pilot,WOOPLA 12,1234567,7654321,rikki.pilot@nanair.is,Pilot,Captain,NAFokkerF28
0987654321,Emil WADDUP,wallupa 12,9877897,9876565,emil.waddup@nanair.is,Cabincrew,Flight Service Master,
1234567890,derp herpes,penisstreet 69,4208008,6910169,derp.herpes@nanair.is,Cabincrew,Flight Attendant,
1701728949,Kalli palli,kakalakkar 5,4444444,4444444,kalli.palli@nanair.is,Pilot,Captain,NABAE146
1234567890,Derp herpes,penisstreet 69,4208008,6910169,derp.herpes@nanair.is,Cabincrew,Flight Attendant,
1234875694,Lina Smith,Barkstreet 6,1236855,4785236,lina.smith@nanair.is,Cabincrew,Flight attendant,
1701728949,Kalli palli,kakalakkar 5,4444444,4444444,kalli.palli@nanair.is,Pilot,Captain,NABAE146
1234567890,Derp herpes,penisstreet 69,4208008,6910169,derp.herpes@nanair.is,Cabincrew,Flight Attendant,N/A
1234567890,mAGGA sOMETHING,bESTSTREEST 12,1234567,7654321,magga.something@nanair.is,Cabincrew,Captain,N/A
1234567890,Steve Pilot,Anothastreet 12,1234567,7654321,steve.pilot@nanair.is,Pilot,Captain,NAFokkerF28
0510920000,Margret Gudmundsdottir,Bestagatan 10,5555555,7777777,margret.gudmundsdottir@nanair.is,Pilot,pilot,NABAE146
1212345623,Margret best,Lalala 5,1212123,3434344,margret.best@nanair.is,Pilot,best,NAFokkerF28
1212121212,Test best,srg 3,1212121,1212121,test.best@nanair.is,Cabincrew,Flight Attendant,N/A
2222222222,test test,sdgsrg 4,2323232,2323232,test.test@nanair.is,Cabincrew,Flight Attendant,N/A
2323232323,sdf dsf,dg 4,2323232,2323232,sdf.dsf@nanair.is,Pilot,asdd,NABAE146
1234567890,Rikki frikk,Bara 12,1234567,7654321,rikki.frikk@nanair.is,Pilot,Captain,NABAE146
2402922469,Rikhardur Fridgeirsson,Haholt 5,8764321,6628460,rikhardur.fridgeirsson@nanair.is,Pilot,Captain,NAFokkerF28
0102939499,asor or,asr 1,0981234,8997123,asor.or@nanair.is,Pilot,Copilot,NAFokkerF28
1020301923,apapr pr,asar 12,0202404,2020303,apapr.pr@nanair.is,Cabincrew,Flight Service Manager,N/A
1020304050,arar ,tre 123,1029303,0101393,arar.@nanair.is,Cabincrew,Flight Attendant,N/A
2222222222,erfwe wef,ergerg 9,345-3445,334-6434,erfwe.wef@nanair.is,Cabincrew,Flight Attendant,N/A
4343434343,sag sarg,tht 3,2342344,2344234,sag.sarg@nanair.is,Cabincrew,Flight Attendant,N/A
4567894123,Tumi Smith,Cuterstreet 8,5552369,898-5632,tumi.smith@nanair.is,Pilot,Captain,NAFokkerF28
>>>>>>> 586206823a0517d88629a90fb21ae70b17dc31c0
